#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0053519	Hsap\CAMK1G <newline> Hsap\DCLK1 <newline> Hsap\CAMK1 <newline> Hsap\DAPK2 <newline> Hsap\STK17B <newline> Hsap\MYLK4 <newline> Hsap\PSKH2 <newline> Hsap\CAMK4 <newline> Hsap\PSKH1 <newline> Hsap\EFHB <newline> Hsap\DCLK2 <newline> Hsap\SPEG <newline> Hsap\STK17A <newline> Hsap\TRIO <newline> Hsap\MYLK2 <newline> Hsap\MYLK3 <newline> Hsap\CAPSL <newline> Hsap\DAPK1 <newline> Hsap\CAPS2 <newline> Hsap\DCLK3 <newline> Hsap\PNCK <newline> Hsap\STK33 <newline> Hsap\CAMKV <newline> Hsap\UHMK1 <newline> Hsap\DAPK3 <newline> Hsap\OBSCN <newline> Hsap\CAMK1D <newline> Hsap\CAPS <newline> Hsap\KALRN <newline> Hsap\KIAA1755 <newline> Hsap\PLEKHG4B <newline> Hsap\MCF2L2 <newline> Hsap\CCDC141 <newline> Hsap\SESTD1 <newline> Hsap\MCF2 <newline> Hsap\MCF2L <newline> Hsap\CD22 <newline> Hsap\CFP <newline> Hsap\HMCN1 <newline> Hsap\SIGLEC1 <newline> Hsap\VWA7 <newline> Hsap\MAG <newline> Hsap\PTK7 <newline> Hsap\TTN <newline> Hsap\HMCN2 <newline> Hsap\ALPK3 <newline> Hsap\OBSL1 <newline> Hsap\MYBPHL <newline> Hsap\IGFN1 <newline> Hsap\MYBPC3 <newline> Hsap\MYBPC1 <newline> Hsap\MYBPC2 <newline> Hsap\MYLK
FBgn0062517	Hsap\ENKUR
FBgn0083960	Hsap\CFAP44 <newline> Hsap\EML4 <newline> Hsap\EML1 <newline> Hsap\EML6 <newline> Hsap\EML3 <newline> Hsap\EML5 <newline> Hsap\EML2
FBgn0083975	Hsap\CD74 <newline> Hsap\NID2 <newline> Hsap\TG <newline> Hsap\NID1 <newline> Hsap\BCHE <newline> Hsap\ACHE <newline> Hsap\CES3 <newline> Hsap\NLGN2 <newline> Hsap\CES2 <newline> Hsap\NLGN3 <newline> Hsap\CES1 <newline> Hsap\CEL <newline> Hsap\NLGN4X <newline> Hsap\NLGN1 <newline> Hsap\CES5A <newline> Hsap\CES4A <newline> Hsap\NLGN4Y <newline> Hsap\LOC107987423
FBgn0086408	Hsap\ADAMTS2 <newline> Hsap\ADAMTS8 <newline> Hsap\ADAMTS17 <newline> Hsap\ADAMTS10 <newline> Hsap\THSD7B <newline> Hsap\ADAMTS16 <newline> Hsap\ADAMTS19 <newline> Hsap\ADAMTS18 <newline> Hsap\ADAMTS1 <newline> Hsap\ADAMTS5 <newline> Hsap\ADAMTS3 <newline> Hsap\ADAMTSL3 <newline> Hsap\ADAMTS15 <newline> Hsap\WFIKKN2 <newline> Hsap\WFIKKN1 <newline> Hsap\ADAMTSL5 <newline> Hsap\PAPLN <newline> Hsap\ADAMTSL2 <newline> Hsap\THSD4 <newline> Hsap\ADAMTS4 <newline> Hsap\ADAMTSL4 <newline> Hsap\ADAMTS13 <newline> Hsap\ADAMTS14 <newline> Hsap\ADAMTSL1 <newline> Hsap\ADAMTS6 <newline> Hsap\ADAMTS7 <newline> Hsap\ADAMTS20 <newline> Hsap\THSD7A <newline> Hsap\ADAMTS9 <newline> Hsap\ADAMTS12 <newline> Hsap\ADGRB1 <newline> Hsap\CFP
FBgn0086690	Hsap\AKAP9 <newline> Hsap\PCNT <newline> Hsap\EEA1
FBgn0086783	
FBgn0086902	
FBgn0259744	
FBgn0260003	Hsap\DMD <newline> Hsap\UTRN <newline> Hsap\DRP2 <newline> Hsap\DYTN <newline> Hsap\MACF1 <newline> Hsap\DST <newline> Hsap\ACTN4 <newline> Hsap\ACTN1 <newline> Hsap\ACTN2 <newline> Hsap\ACTN3
FBgn0260745	Hsap\POSTN <newline> Hsap\TGFBI <newline> Hsap\STAB2
FBgn0261016	Hsap\TSPEAR
FBgn0261625	Hsap\GLS2 <newline> Hsap\GLS
FBgn0261788	Hsap\ANK1 <newline> Hsap\HACE1 <newline> Hsap\ANK3 <newline> Hsap\ANKRD44 <newline> Hsap\TNKS <newline> Hsap\ANKDD1A <newline> Hsap\ASB7 <newline> Hsap\PIDD1 <newline> Hsap\ANK2 <newline> Hsap\ANKRD53 <newline> Hsap\RNASEL <newline> Hsap\TNKS2 <newline> Hsap\ANKEF1 <newline> Hsap\ANKLE1 <newline> Hsap\ANKRD61 <newline> Hsap\ANKRD60 <newline> Hsap\ANKAR <newline> Hsap\ANKRD65 <newline> Hsap\ANKDD1B <newline> Hsap\IFNG <newline> Hsap\IFNA14 <newline> Hsap\FPGT <newline> Hsap\FPGT-TNNI3K <newline> Hsap\ANKRD28 <newline> Hsap\ANKRD52 <newline> Hsap\ASB10 <newline> Hsap\GPR75-ASB3 <newline> Hsap\SOWAHC <newline> Hsap\SOWAHD
FBgn0004893	Hsap\OSR2 <newline> Hsap\ZBTB4 <newline> Hsap\ZBTB38 <newline> Hsap\ZBTB2 <newline> Hsap\OSR1 <newline> Hsap\SP2 <newline> Hsap\EGR1 <newline> Hsap\EGR2 <newline> Hsap\EGR3 <newline> Hsap\EGR4 <newline> Hsap\KLF11 <newline> Hsap\KLF15
FBgn0000721	Hsap\PRKG2 <newline> Hsap\PRKAR2A <newline> Hsap\PRKAR2B <newline> Hsap\CNBD2 <newline> Hsap\PRKG1 <newline> Hsap\PRKAR1A <newline> Hsap\PNPLA7 <newline> Hsap\PRKAR1B <newline> Hsap\PNPLA6 <newline> Hsap\PRKX <newline> Hsap\PRKACA <newline> Hsap\PRKACB <newline> Hsap\PRKACG
FBgn0001149	Hsap\GSTT4 <newline> Hsap\GSTO1 <newline> Hsap\CLIC3 <newline> Hsap\CLIC1 <newline> Hsap\CLIC5 <newline> Hsap\CLIC2 <newline> Hsap\GDAP1 <newline> Hsap\CLIC4 <newline> Hsap\GDAP1L1 <newline> Hsap\GSTO2 <newline> Hsap\GSTT2B <newline> Hsap\GSTT2 <newline> Hsap\GSTZ1 <newline> Hsap\MARS <newline> Hsap\EEF1G <newline> Hsap\VARS <newline> Hsap\EEF1E1 <newline> Hsap\LOC100652871 <newline> Hsap\GSTT1 <newline> Hsap\GSTA3 <newline> Hsap\GSTA2 <newline> Hsap\GSTA5 <newline> Hsap\GSTA1
FBgn0000044	Hsap\ACTRT2 <newline> Hsap\ACTL6B <newline> Hsap\ACTR3C <newline> Hsap\ACTR10 <newline> Hsap\ACTR3B <newline> Hsap\ACTR3 <newline> Hsap\ACTR1B <newline> Hsap\ACTC1 <newline> Hsap\POTED <newline> Hsap\ACTL9 <newline> Hsap\ACTL10 <newline> Hsap\ACTRT3 <newline> Hsap\ACTL7A <newline> Hsap\ACTR8 <newline> Hsap\POTEH <newline> Hsap\ACTB <newline> Hsap\POTEF <newline> Hsap\POTEC <newline> Hsap\ACTA1 <newline> Hsap\ACTR1A <newline> Hsap\ACTRT1 <newline> Hsap\ACTL7B <newline> Hsap\ACTL8 <newline> Hsap\ACTR2 <newline> Hsap\ACTG2 <newline> Hsap\POTEJ <newline> Hsap\POTEI <newline> Hsap\ACTL6A <newline> Hsap\ACTA2 <newline> Hsap\ACTBL2 <newline> Hsap\POTEE <newline> Hsap\POTEG <newline> Hsap\POTEB2 <newline> Hsap\POTEB <newline> Hsap\LOC102723502 <newline> Hsap\LOC100288966 <newline> Hsap\POTEB3 <newline> Hsap\ACTG1 <newline> Hsap\APOC3 <newline> Hsap\ATP10A <newline> Hsap\BACE1 <newline> Hsap\ACTR6 <newline> Hsap\POTEA
FBgn0038020	Hsap\GSTT4 <newline> Hsap\GSTO1 <newline> Hsap\CLIC3 <newline> Hsap\CLIC1 <newline> Hsap\CLIC5 <newline> Hsap\CLIC2 <newline> Hsap\GDAP1 <newline> Hsap\CLIC4 <newline> Hsap\GDAP1L1 <newline> Hsap\GSTO2 <newline> Hsap\GSTT2B <newline> Hsap\GSTT2 <newline> Hsap\GSTZ1 <newline> Hsap\MARS <newline> Hsap\EEF1G <newline> Hsap\VARS <newline> Hsap\EEF1E1 <newline> Hsap\LOC100652871 <newline> Hsap\GSTT1 <newline> Hsap\GSTA3 <newline> Hsap\GSTA2 <newline> Hsap\GSTA5 <newline> Hsap\GSTA1
FBgn0038033	Hsap\FAR2 <newline> Hsap\FAR1
FBgn0010397	Hsap\LMNB1 <newline> Hsap\LMNB2 <newline> Hsap\LMNTD2 <newline> Hsap\LMNA <newline> Hsap\DES <newline> Hsap\LMNTD1 <newline> Hsap\VIM <newline> Hsap\MIR7108 <newline> Hsap\KRT80 <newline> Hsap\GFAP <newline> Hsap\KRT4 <newline> Hsap\KRT71 <newline> Hsap\KRT8 <newline> Hsap\IFFO2 <newline> Hsap\PRPH <newline> Hsap\KRT1 <newline> Hsap\KRT23 <newline> Hsap\NEFL <newline> Hsap\KRT74 <newline> Hsap\NEFM <newline> Hsap\IFFO1 <newline> Hsap\KRT5 <newline> Hsap\KRT84 <newline> Hsap\INA <newline> Hsap\KRT73 <newline> Hsap\KRT79 <newline> Hsap\KRT35 <newline> Hsap\KRT17 <newline> Hsap\KRT15 <newline> Hsap\KRT33A <newline> Hsap\LOC100653049 <newline> Hsap\KRT12 <newline> Hsap\KRT6B <newline> Hsap\KRT14 <newline> Hsap\KRT16 <newline> Hsap\KRT19 <newline> Hsap\KRT13 <newline> Hsap\KRT33B <newline> Hsap\KRT10 <newline> Hsap\NEFH <newline> Hsap\KRT76 <newline> Hsap\KRT9 <newline> Hsap\KRT75 <newline> Hsap\KRT3 <newline> Hsap\KRT31 <newline> Hsap\KRT7 <newline> Hsap\KRT6A
FBgn0028567	Hsap\DYNLRB2 <newline> Hsap\DYNLRB1
FBgn0033952	Hsap\ADA2 <newline> Hsap\AMPD2 <newline> Hsap\ADA <newline> Hsap\AMPD3 <newline> Hsap\ADAL <newline> Hsap\AMPD1
FBgn0001258	Hsap\LDHAL6A <newline> Hsap\LDHAL6B <newline> Hsap\MDH2 <newline> Hsap\MDH1B <newline> Hsap\LDHB <newline> Hsap\UEVLD <newline> Hsap\LDHC <newline> Hsap\MDH1 <newline> Hsap\LDHA
FBgn0039084	Hsap\CD74 <newline> Hsap\NID2 <newline> Hsap\TG <newline> Hsap\NID1 <newline> Hsap\BCHE <newline> Hsap\ACHE <newline> Hsap\CES3 <newline> Hsap\NLGN2 <newline> Hsap\CES2 <newline> Hsap\NLGN3 <newline> Hsap\CES1 <newline> Hsap\CEL <newline> Hsap\NLGN4X <newline> Hsap\NLGN1 <newline> Hsap\CES5A <newline> Hsap\CES4A <newline> Hsap\NLGN4Y <newline> Hsap\LOC107987423
FBgn0014863	Hsap\MICAL2 <newline> Hsap\LIMD2 <newline> Hsap\CSRP2 <newline> Hsap\CRIP1 <newline> Hsap\MICAL1 <newline> Hsap\CSRP1 <newline> Hsap\CRIP3 <newline> Hsap\LIMA1 <newline> Hsap\MICAL3 <newline> Hsap\CRIP2 <newline> Hsap\CSRP3
FBgn0284220	Hsap\TOP2B <newline> Hsap\TOP2A <newline> Hsap\MIR4442
FBgn0035695	Hsap\CFTR <newline> Hsap\ABCC6 <newline> Hsap\ABCC9 <newline> Hsap\ABCB11 <newline> Hsap\ABCB4 <newline> Hsap\ABCC3 <newline> Hsap\ABCB8 <newline> Hsap\ABCC8 <newline> Hsap\ABCC12 <newline> Hsap\ABCC5 <newline> Hsap\TAP1 <newline> Hsap\ABCB10 <newline> Hsap\ABCC2 <newline> Hsap\ABCC10 <newline> Hsap\TAP2 <newline> Hsap\ABCC4 <newline> Hsap\ABCC11 <newline> Hsap\ABCC1 <newline> Hsap\ABCB5 <newline> Hsap\ABCB1
FBgn0002526	Hsap\LAMC3 <newline> Hsap\LAMA4 <newline> Hsap\LAMA5 <newline> Hsap\LAMC1 <newline> Hsap\LAMC2 <newline> Hsap\USH2A <newline> Hsap\LAMA3 <newline> Hsap\CCDC186 <newline> Hsap\NTNG1 <newline> Hsap\CCDC158 <newline> Hsap\LAMA1 <newline> Hsap\LAMA2 <newline> Hsap\MIR4758 <newline> Hsap\LAMB3 <newline> Hsap\LAMB2 <newline> Hsap\NTN4 <newline> Hsap\LAMB4 <newline> Hsap\LAMB1
FBgn0039280	Hsap\MOCS2 <newline> Hsap\MBIP <newline> Hsap\NMRK2 <newline> Hsap\NMRK1
FBgn0033984	Hsap\LRRC7 <newline> Hsap\SCRIB <newline> Hsap\LRRC1 <newline> Hsap\ERBIN
FBgn0038391	Hsap\GATA4 <newline> Hsap\GATA5 <newline> Hsap\GATA6 <newline> Hsap\GATA2 <newline> Hsap\GATA1 <newline> Hsap\GATA3 <newline> Hsap\TRPS1 <newline> Hsap\ZGLP1
FBgn0020765	-
FBgn0037432	Hsap\PEBP1 <newline> Hsap\PEBP4 <newline> Hsap\MRPL38
FBgn0261597	Hsap\RPS26 <newline> Hsap\RPS26P11 <newline> Hsap\RPS26P25 <newline> Hsap\LOC100996747
FBgn0034645	Hsap\NDUFB3
FBgn0003231	Hsap\SQSTM1 <newline> Hsap\MIB1 <newline> Hsap\NBR1 <newline> Hsap\MIB2
FBgn0039114	Hsap\PLIN2 <newline> Hsap\PLIN3 <newline> Hsap\PLIN5 <newline> Hsap\PLIN1
FBgn0039300	Hsap\RPS27L <newline> Hsap\RPS27
FBgn0036848	Hsap\NAXD
FBgn0037057	-
FBgn0034583	Hsap\TRAIP
FBgn0001105	Hsap\GNB1 <newline> Hsap\GNB2 <newline> Hsap\GNB3 <newline> Hsap\GNB4 <newline> Hsap\GNB5 <newline> Hsap\LRP5
FBgn0002036	Hsap\PAOX <newline> Hsap\IL4I1 <newline> Hsap\MAOB <newline> Hsap\SMOX <newline> Hsap\MAOA <newline> Hsap\KDM1B <newline> Hsap\KDM1A
FBgn0032721	Hsap\LTA4H <newline> Hsap\LNPEP <newline> Hsap\TRHDE <newline> Hsap\ENPEP <newline> Hsap\RNPEPL1 <newline> Hsap\RNPEP <newline> Hsap\ERAP1 <newline> Hsap\ANPEP <newline> Hsap\NPEPPS <newline> Hsap\LVRN <newline> Hsap\AOPEP <newline> Hsap\ERAP2
FBgn0036286	Hsap\ODR4
FBgn0032729	Hsap\L2HGDH
FBgn0004888	Hsap\SUCLG1
FBgn0086710	Hsap\RPL30
FBgn0032833	Hsap\COX4I1 <newline> Hsap\COX4I2 <newline> Hsap\APOBEC3D <newline> Hsap\AICDA <newline> Hsap\APOBEC3F <newline> Hsap\APOBEC3B <newline> Hsap\APOBEC3C <newline> Hsap\APOBEC3A <newline> Hsap\APOBEC3G
FBgn0035586	Hsap\FITM2 <newline> Hsap\FITM1
FBgn0004400	Hsap\CBX5 <newline> Hsap\CBX3 <newline> Hsap\MPHOSPH8 <newline> Hsap\CBX1 <newline> Hsap\CDYL <newline> Hsap\CDYL2 <newline> Hsap\CBX8 <newline> Hsap\CBX4 <newline> Hsap\CBX2 <newline> Hsap\CBX6 <newline> Hsap\CBX7
FBgn0011661	Hsap\RDX <newline> Hsap\MSN <newline> Hsap\EZR <newline> Hsap\NF2 <newline> Hsap\FRMD4A <newline> Hsap\FRMD4B <newline> Hsap\INAVA <newline> Hsap\CCDC120
FBgn0034081	Hsap\DMAC2L <newline> Hsap\DMAC2
FBgn0032769	Hsap\CCDC42 <newline> Hsap\CFAP73
FBgn0036325	-
FBgn0034478	Hsap\DYNLRB2 <newline> Hsap\DYNLRB1
FBgn0032972	Hsap\DYNLRB2 <newline> Hsap\DYNLRB1
FBgn0028858	Hsap\DNAL1 <newline> Hsap\PPP1R7 <newline> Hsap\LRRC46 <newline> Hsap\LRRC56 <newline> Hsap\LRGUK <newline> Hsap\CEP97 <newline> Hsap\LRRC43 <newline> Hsap\LRRIQ3 <newline> Hsap\LRRC61 <newline> Hsap\LRRCC1 <newline> Hsap\CNTRL <newline> Hsap\DNAAF1 <newline> Hsap\LRRIQ1 <newline> Hsap\DRC3 <newline> Hsap\LRRC23 <newline> Hsap\LRRC49 <newline> Hsap\LRRC6
FBgn0035471	Hsap\MIR639 <newline> Hsap\TECRL <newline> Hsap\TECR
FBgn0032520	Hsap\WDR63 <newline> Hsap\DYNC1I1 <newline> Hsap\WDR34 <newline> Hsap\DYNC1I2 <newline> Hsap\WDR60 <newline> Hsap\DNAI2 <newline> Hsap\DNAI1
FBgn0027552	Hsap\AKR1D1 <newline> Hsap\AKR1B1 <newline> Hsap\AKR1E2 <newline> Hsap\AKR1B10 <newline> Hsap\GCLM <newline> Hsap\AKR1A1 <newline> Hsap\AKR1C4 <newline> Hsap\AKR1C3 <newline> Hsap\AKR1C2 <newline> Hsap\AKR1C1 <newline> Hsap\AKR1B15 <newline> Hsap\AKR1C8P <newline> Hsap\KCNAB2 <newline> Hsap\AKR7L
FBgn0283535	Hsap\ATP6V1E1 <newline> Hsap\ATP6V1E2
FBgn0039235	Hsap\CA9 <newline> Hsap\CA7 <newline> Hsap\CA5B <newline> Hsap\CA13 <newline> Hsap\CA6 <newline> Hsap\CA10 <newline> Hsap\CA4 <newline> Hsap\CA3 <newline> Hsap\CA11 <newline> Hsap\CA5A <newline> Hsap\CA12 <newline> Hsap\CA8 <newline> Hsap\CA14 <newline> Hsap\CA1 <newline> Hsap\CA2 <newline> Hsap\PTPRG <newline> Hsap\PNP <newline> Hsap\OGN <newline> Hsap\SERPINC1
FBgn0037514	-
FBgn0029969	Hsap\ACAT1 <newline> Hsap\ACAA2 <newline> Hsap\HADHB <newline> Hsap\ACAA1 <newline> Hsap\ACAT2 <newline> Hsap\GRPR
FBgn0036316	Hsap\SLC2A9 <newline> Hsap\SLC2A7 <newline> Hsap\SLC2A13 <newline> Hsap\SLC2A3 <newline> Hsap\SLC2A14 <newline> Hsap\SLC2A2 <newline> Hsap\SLC2A5 <newline> Hsap\SLC2A1 <newline> Hsap\SLC2A12 <newline> Hsap\SLC2A4 <newline> Hsap\MIF <newline> Hsap\SLC2A10 <newline> Hsap\SLC2A6 <newline> Hsap\SLC2A8 <newline> Hsap\YARS1 <newline> Hsap\SLC2A11
FBgn0030026	Hsap\CBR3 <newline> Hsap\RDH5 <newline> Hsap\ESRRA <newline> Hsap\HSD17B6
FBgn0023388	Hsap\EPS15 <newline> Hsap\ITSN1 <newline> Hsap\REPS1 <newline> Hsap\EHD3 <newline> Hsap\ITSN2 <newline> Hsap\EHD2 <newline> Hsap\RBM28 <newline> Hsap\GRAP2 <newline> Hsap\SH3YL1 <newline> Hsap\FNBP1 <newline> Hsap\FNBP1L <newline> Hsap\PACSIN1 <newline> Hsap\PACSIN2 <newline> Hsap\PACSIN3 <newline> Hsap\FCHSD1 <newline> Hsap\TRIP10 <newline> Hsap\SH3D19
FBgn0013954	Hsap\FKBP1B <newline> Hsap\MIR6869 <newline> Hsap\FKBP4 <newline> Hsap\FKBP3 <newline> Hsap\FKBP14 <newline> Hsap\FKBP15 <newline> Hsap\FKBP6 <newline> Hsap\FKBP10 <newline> Hsap\FKBP2 <newline> Hsap\FKBP1A <newline> Hsap\FKBP7 <newline> Hsap\FKBP9 <newline> Hsap\FKBP5 <newline> Hsap\FKBP11 <newline> Hsap\FKBP8 <newline> Hsap\FKBP1C
FBgn0036318	Hsap\WBP2 <newline> Hsap\WBP2NL
FBgn0000318	Hsap\TXNDC17 <newline> Hsap\NXNL2 <newline> Hsap\NXNL1
FBgn0028372	Hsap\UBAC1
FBgn0037038	Hsap\PRSS55 <newline> Hsap\KLKB1 <newline> Hsap\C1RL <newline> Hsap\F12 <newline> Hsap\KLK10 <newline> Hsap\C1R <newline> Hsap\PRSS1 <newline> Hsap\PRSS3 <newline> Hsap\PRSS53 <newline> Hsap\PRSS36 <newline> Hsap\CMA1
FBgn0034487	Hsap\EFHC2 <newline> Hsap\EFHC1
FBgn0037465	Hsap\ARRDC1 <newline> Hsap\ARRDC4 <newline> Hsap\TXNIP <newline> Hsap\ARRDC5 <newline> Hsap\ARRDC2 <newline> Hsap\ARRDC3
FBgn0287423	-
FBgn0010225	Hsap\VIL1 <newline> Hsap\CAPG <newline> Hsap\VILL <newline> Hsap\SCIN <newline> Hsap\SVIL <newline> Hsap\GSN <newline> Hsap\AVIL <newline> Hsap\STAT3
FBgn0039930	Hsap\MPV17 <newline> Hsap\PXMP2 <newline> Hsap\MPV17L <newline> Hsap\MPV17L2 <newline> Hsap\PXDNL
FBgn0015574	Hsap\CES1 <newline> Hsap\CES4A <newline> Hsap\NLGN1 <newline> Hsap\CEL <newline> Hsap\NLGN2 <newline> Hsap\NLGN3 <newline> Hsap\CES5A <newline> Hsap\ACHE <newline> Hsap\CES2 <newline> Hsap\TG <newline> Hsap\NLGN4Y <newline> Hsap\NLGN4X <newline> Hsap\CES3 <newline> Hsap\CD74 <newline> Hsap\NID2 <newline> Hsap\NID1 <newline> Hsap\BCHE <newline> Hsap\LOC107987423
FBgn0039241	Hsap\ATIC
FBgn0027537	Hsap\NUP93
FBgn0015575	Hsap\CES1 <newline> Hsap\CES4A <newline> Hsap\NLGN1 <newline> Hsap\CEL <newline> Hsap\NLGN2 <newline> Hsap\NLGN3 <newline> Hsap\CES5A <newline> Hsap\ACHE <newline> Hsap\CES2 <newline> Hsap\TG <newline> Hsap\NLGN4Y <newline> Hsap\NLGN4X <newline> Hsap\CES3 <newline> Hsap\CD74 <newline> Hsap\NID2 <newline> Hsap\NID1 <newline> Hsap\BCHE <newline> Hsap\LOC107987423
FBgn0010548	Hsap\ALDH3B2 <newline> Hsap\ALDH1A2 <newline> Hsap\ALDH1L2 <newline> Hsap\ALDH2 <newline> Hsap\ALDH8A1 <newline> Hsap\ALDH1L1 <newline> Hsap\ALDH16A1 <newline> Hsap\ALDH1A1 <newline> Hsap\ALDH5A1 <newline> Hsap\ALDH1A3 <newline> Hsap\ALDH3A2 <newline> Hsap\ALDH9A1 <newline> Hsap\ALDH4A1 <newline> Hsap\ALDH1B1 <newline> Hsap\ALDH7A1 <newline> Hsap\ALDH3A1 <newline> Hsap\ALDH3B1 <newline> Hsap\FPR1 <newline> Hsap\FPR3
FBgn0025885	Hsap\ISYNA1
FBgn0004913	Hsap\RFC1 <newline> Hsap\ATAD5 <newline> Hsap\CRLF3
FBgn0033248	Hsap\MRPL12 <newline> Hsap\SLC25A11 <newline> Hsap\UCP1 <newline> Hsap\UCP2 <newline> Hsap\UCP3 <newline> Hsap\SLC25A27 <newline> Hsap\SLC25A30 <newline> Hsap\SLC25A10 <newline> Hsap\SLC25A14
FBgn0034720	Hsap\KAZN <newline> Hsap\PPFIA1 <newline> Hsap\PPFIA4 <newline> Hsap\PPFIA3 <newline> Hsap\PPFIA2 <newline> Hsap\PPFIBP2 <newline> Hsap\PPFIBP1
FBgn0037115	Hsap\PKM <newline> Hsap\PKLR
FBgn0036329	Hsap\OCA2
FBgn0034700	Hsap\RNASEK
FBgn0286213	Hsap\RPS12 <newline> Hsap\NHP2 <newline> Hsap\RPL7A <newline> Hsap\SNU13 <newline> Hsap\DOCK4 <newline> Hsap\RPP38 <newline> Hsap\RSRC1
FBgn0011284	Hsap\RPS4Y2 <newline> Hsap\RPS4X <newline> Hsap\RPS4Y1
FBgn0037070	Hsap\ABHD14A <newline> Hsap\EPHX3 <newline> Hsap\ABHD8 <newline> Hsap\MEST <newline> Hsap\ABHD14B <newline> Hsap\SERHL2 <newline> Hsap\EPHX4 <newline> Hsap\EPHX2 <newline> Hsap\ABHD11 <newline> Hsap\ABHD10 <newline> Hsap\LIPA <newline> Hsap\LIPJ <newline> Hsap\BPHL <newline> Hsap\LIPF <newline> Hsap\PPME1 <newline> Hsap\LIPK <newline> Hsap\LIPM <newline> Hsap\LIPN <newline> Hsap\ABHD5 <newline> Hsap\ABHD4 <newline> Hsap\ABHD6 <newline> Hsap\EPHX1 <newline> Hsap\SERHL
FBgn0039816	-
FBgn0039850	Hsap\ISOC1 <newline> Hsap\ISOC2
FBgn0039846	Hsap\PNPT1 <newline> Hsap\APMAP
FBgn0037454	Hsap\IQCD
FBgn0031217	Hsap\CRELD1 <newline> Hsap\CRELD2
FBgn0037169	-
FBgn0004650	Hsap\BSPH1 <newline> Hsap\ELSPBP1
FBgn0031228	Hsap\NDUFS5
FBgn0038037	Hsap\CYP3A43 <newline> Hsap\CYP3A5 <newline> Hsap\CYP3A4 <newline> Hsap\TBXAS1 <newline> Hsap\CYP3A7-CYP3A51P <newline> Hsap\CYP3A7 <newline> Hsap\CYP4V2 <newline> Hsap\CYP4F3 <newline> Hsap\CYP4F11 <newline> Hsap\CYP4F22 <newline> Hsap\CYP4F12 <newline> Hsap\CYP4F2 <newline> Hsap\CYP4F8 <newline> Hsap\CYP4Z1 <newline> Hsap\CYP4X1 <newline> Hsap\CYP4B1 <newline> Hsap\CYP4A22 <newline> Hsap\CYP4A11 <newline> Hsap\CYP26A1
FBgn0034687	Hsap\ARMT1
FBgn0010040	Hsap\GSTT4 <newline> Hsap\GSTO1 <newline> Hsap\CLIC3 <newline> Hsap\CLIC1 <newline> Hsap\CLIC5 <newline> Hsap\CLIC2 <newline> Hsap\GDAP1 <newline> Hsap\CLIC4 <newline> Hsap\GDAP1L1 <newline> Hsap\GSTO2 <newline> Hsap\GSTT2B <newline> Hsap\GSTT2 <newline> Hsap\GSTZ1 <newline> Hsap\MARS <newline> Hsap\EEF1G <newline> Hsap\VARS <newline> Hsap\EEF1E1 <newline> Hsap\LOC100652871 <newline> Hsap\GSTT1
FBgn0039857	Hsap\RPL6 <newline> Hsap\RPL14
FBgn0039908	Hsap\TTBK2 <newline> Hsap\VRK1 <newline> Hsap\CSNK1G2 <newline> Hsap\TTBK1 <newline> Hsap\CSNK1G1 <newline> Hsap\CSNK1D <newline> Hsap\CSNK1G3 <newline> Hsap\CSNK1A1L <newline> Hsap\CSNK1E <newline> Hsap\VRK2 <newline> Hsap\CSNK1A1 <newline> Hsap\VRK3
FBgn0010504	Hsap\GIPC3 <newline> Hsap\GIPC1 <newline> Hsap\GIPC2 <newline> Hsap\SPDYA
FBgn0015623	Hsap\MIR4651 <newline> Hsap\MTRR <newline> Hsap\NOS3 <newline> Hsap\NOS2 <newline> Hsap\NDOR1 <newline> Hsap\POR <newline> Hsap\NOS1 <newline> Hsap\FASTKD3
FBgn0000117	Hsap\ANKAR <newline> Hsap\JUP <newline> Hsap\CTNNB1 <newline> Hsap\UCKL1 <newline> Hsap\NMRK1 <newline> Hsap\UCK2 <newline> Hsap\UCK1 <newline> Hsap\ATCAY <newline> Hsap\NMRK2 <newline> Hsap\RAC1 <newline> Hsap\CTNND2 <newline> Hsap\ARVCF <newline> Hsap\PKP4 <newline> Hsap\ARMC3
FBgn0035491	Hsap\DPY30
FBgn0035484	Hsap\FGGY <newline> Hsap\SHPK <newline> Hsap\ATAD2B <newline> Hsap\KATNAL2 <newline> Hsap\PSMC1 <newline> Hsap\ATAD2 <newline> Hsap\PSMC5 <newline> Hsap\GK2 <newline> Hsap\KATNA1 <newline> Hsap\KATNAL1 <newline> Hsap\PSMC2 <newline> Hsap\GK <newline> Hsap\GK5
FBgn0038069	Hsap\LIPF <newline> Hsap\LIPM <newline> Hsap\LIPA <newline> Hsap\LIPN <newline> Hsap\LIPJ <newline> Hsap\LIPK <newline> Hsap\EPHX3 <newline> Hsap\ABHD11 <newline> Hsap\MEST <newline> Hsap\ABHD8 <newline> Hsap\ABHD10 <newline> Hsap\ABHD14A <newline> Hsap\SERHL2 <newline> Hsap\EPHX4 <newline> Hsap\BPHL <newline> Hsap\PPME1 <newline> Hsap\ABHD5 <newline> Hsap\ABHD4 <newline> Hsap\ABHD14B <newline> Hsap\ABHD6 <newline> Hsap\EPHX2 <newline> Hsap\EPHX1 <newline> Hsap\HMGCR
FBgn0032965	Hsap\PELP1
