Tissue	FPKM.m	SD.m	Enrichment.m	FPKM.f	SD.f	Enrichment.f	M.F	p.value	FPKM.mf	SD.mf	Enrichment.mf
index.html?fbgn=FBgn0034683&tableOut=gene:24:Carcass	0.05	0.09	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034684&tableOut=gene:24:Carcass	0.56	0.31	0.08	0.11	0.07	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034687&tableOut=gene:24:Carcass	0.45	0.32	0.09	0.23	0.08	-1	1	n.s.	0.06	0.02	-1
index.html?fbgn=FBgn0034688&tableOut=gene:24:Carcass	16.55	1.33	1.01	12	2.2	1.61	1.38	p > 0.05	16.32	1.28	1.17
index.html?fbgn=FBgn0034689&tableOut=gene:24:Carcass	8.47	1.39	0.33	6.64	1.19	0.98	1.28	n.s.	3.81	0.69	0.79
index.html?fbgn=FBgn0034691&tableOut=gene:25:Carcass	4.32	0.63	0.65	4.17	0.32	0.67	1.04	n.s.	2.25	0.14	0.93
index.html?fbgn=FBgn0034692&tableOut=gene:24:Carcass	0.1	0.07	-1	0.06	0.03	-1	1	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0034693&tableOut=gene:25:Carcass	27.47	2.98	1.16	21.91	4.1	3.9	1.25	n.s.	8.96	0.81	2.7
index.html?fbgn=FBgn0034694&tableOut=gene:25:Carcass	7.44	0.43	1.3	6.69	0.67	1.23	1.11	n.s.	3.95	0.55	0.81
index.html?fbgn=FBgn0034697&tableOut=gene:25:Carcass	6.05	0.72	0.95	6.7	0.76	1.14	0.9	n.s.	5.04	0.93	0.74
index.html?fbgn=FBgn0034700&tableOut=gene:24:Carcass	0.55	0.43	0.24	0.31	0.14	-1	1	n.s.	0.26	0.26	-1
index.html?fbgn=FBgn0034703&tableOut=gene:24:Carcass	1.09	0.23	-1	2.33	0.15	0.48	0.86	p > 0.01	2.28	0.22	1.14
index.html?fbgn=FBgn0034704&tableOut=gene:25:Carcass	1.13	0.18	-1	1.16	0.21	-1	1	n.s.	0.86	0.25	-1
index.html?fbgn=FBgn0034705&tableOut=gene:24:Carcass	2.65	0.47	1.32	2.03	0.35	0.64	1.31	n.s.	2.05	0.63	0.44
index.html?fbgn=FBgn0034706&tableOut=gene:24:Carcass	12.39	2.14	1.08	13.95	3.67	3.34	0.89	n.s.	7.65	0.94	0.86
index.html?fbgn=FBgn0034707&tableOut=gene:25:Carcass	1.14	0.1	-1	1.27	0.05	0.51	1	n.s.	1.76	0.24	0.69
index.html?fbgn=FBgn0034708&tableOut=gene:25:Carcass	13.89	0.69	1.09	16.23	1.42	1.27	0.86	n.s.	11.5	0.99	0.91
index.html?fbgn=FBgn0034709&tableOut=gene:25:Carcass	6.44	1.38	0.52	7.64	0.92	0.97	0.84	n.s.	22.46	0.61	1.1
index.html?fbgn=FBgn0034710&tableOut=gene:25:Carcass	0.06	0.09	-1	0.03	0.01	-1	1	n.s.	3.11	2.29	0.02
index.html?fbgn=FBgn0034712&tableOut=gene:25:Carcass	0.16	0.15	-1	0.32	0.19	-1	1	n.s.	1.12	0.51	0.04
index.html?fbgn=FBgn0034713&tableOut=gene:24:Carcass	1.61	1.25	0.1	0.03	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034715&tableOut=gene:25:Carcass	2.95	2.67	0.23	2.08	0.89	0.53	1.42	n.s.	0.08	0.08	0.01
index.html?fbgn=FBgn0034716&tableOut=gene:25:Carcass	4.54	2.55	0.23	4.07	1.88	0.61	1.12	n.s.	0.37	0.13	0.05
index.html?fbgn=FBgn0034717&tableOut=gene:24:Carcass	15.41	2.46	1.19	20.23	6.06	3.52	0.76	n.s.	0.03	0.03	0
index.html?fbgn=FBgn0034718&tableOut=gene:25:Carcass	16.87	1.61	0.98	16.59	2.73	1.8	1.02	n.s.	12.17	0.36	1.11
index.html?fbgn=FBgn0034720&tableOut=gene:25:Carcass	3.53	0.58	0.49	3.04	1.03	1.48	1.16	n.s.	0.59	0.05	-1
index.html?fbgn=FBgn0034721&tableOut=gene:24:Carcass	1.01	0.62	0.06	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034722&tableOut=gene:25:Carcass	6.63	0.3	0.87	7.75	0.05	0.88	0.86	p > 0.05	4.2	0.23	0.74
index.html?fbgn=FBgn0034723&tableOut=gene:24:Carcass	19.25	3.22	1.32	15.27	3.36	3.5	1.26	n.s.	4.82	0.64	0.8
index.html?fbgn=FBgn0034724&tableOut=gene:25:Carcass	35.7	1.26	2.07	34.97	6.04	2.59	1.02	n.s.	7.2	0.93	1.22
index.html?fbgn=FBgn0034725&tableOut=gene:24:Carcass	7.89	1.46	0.83	4.41	1.42	1.81	1.79	p > 0.05	1.23	0.12	-1
index.html?fbgn=FBgn0034726&tableOut=gene:25:Carcass	6.54	1.1	1.54	6.43	1.01	0.65	1.02	n.s.	3.89	0.51	0.8
index.html?fbgn=FBgn0034727&tableOut=gene:25:Carcass	7.51	0.41	1.18	8.76	1.22	0.81	0.86	n.s.	5.69	0.3	1.21
index.html?fbgn=FBgn0034728&tableOut=gene:25:Carcass	3.85	0.4	1.19	4.53	0.58	0.57	0.85	n.s.	2.82	0.42	1.36
index.html?fbgn=FBgn0034729&tableOut=gene:24:Carcass	3.87	0.51	0.59	4.19	1	0.65	0.92	n.s.	1.64	0.1	0.67
index.html?fbgn=FBgn0034730&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0.03	0.06	-1
index.html?fbgn=FBgn0034731&tableOut=gene:24:Carcass	0.28	0.11	-1	0.23	0.12	-1	1	n.s.	0.07	0.02	-1
index.html?fbgn=FBgn0034733&tableOut=gene:24:Carcass	8.48	0.55	0.76	9.26	1.37	1.38	0.92	n.s.	2.23	0.3	0.22
index.html?fbgn=FBgn0034734&tableOut=gene:24:Carcass	1.25	0.31	-1	3.35	0.79	0.5	0.6	p > 0.05	2.13	0.21	1.06
index.html?fbgn=FBgn0034735&tableOut=gene:24:Carcass	5.37	0.13	1.37	6.88	0.54	1.2	0.78	p > 0.05	2.21	0.1	1.1
index.html?fbgn=FBgn0034736&tableOut=gene:25:Carcass	0.7	0.18	0.19	0.7	0.28	-1	1	n.s.	0.84	0.09	0.18
index.html?fbgn=FBgn0034737&tableOut=gene:24:Carcass	2.02	0.98	0.17	0.26	0.17	-1	1.01	n.s.	0.37	0.35	-1
index.html?fbgn=FBgn0034739&tableOut=gene:24:Carcass	2.42	1.99	0.22	0.03	0.03	-1	1.21	n.s.	0	0	0
index.html?fbgn=FBgn0034740&tableOut=gene:25:Carcass	1.22	1.07	0.17	0.07	0.05	-1	1	n.s.	0.05	0.02	0.02
index.html?fbgn=FBgn0034741&tableOut=gene:24:Carcass	9.04	0.38	0.53	5.89	1.49	2.05	1.53	n.s.	1.27	0.2	0.04
index.html?fbgn=FBgn0034742&tableOut=gene:24:Carcass	3.18	0.84	0.75	3.52	0.49	1.07	0.9	n.s.	2.85	0.17	1.09
index.html?fbgn=FBgn0034743&tableOut=gene:25:Carcass	573.52	107.93	1.36	1008.47	163.94	1.22	0.57	p > 0.05	772.95	40.79	0.98
index.html?fbgn=FBgn0034744&tableOut=gene:25:Carcass	10.83	0.88	0.7	13.6	2.7	0.71	0.8	n.s.	6.88	1.05	0.34
index.html?fbgn=FBgn0034745&tableOut=gene:24:Carcass	0.59	0.43	0.1	0.02	0	-1	1	n.s.	0.03	0.02	-1
index.html?fbgn=FBgn0034748&tableOut=gene:24:Carcass	2.51	0.06	1.25	3.69	0.51	1.05	0.68	n.s.	2.17	0.19	0.92
index.html?fbgn=FBgn0034750&tableOut=gene:24:Carcass	4.72	0.23	0.97	5.04	0.45	0.62	0.94	n.s.	4.37	0.65	0.86
index.html?fbgn=FBgn0034753&tableOut=gene:24:Carcass	122.03	7	1.12	149.27	30.39	0.79	0.82	n.s.	185.98	6.67	0.61
index.html?fbgn=FBgn0034755&tableOut=gene:24:Carcass	2.65	0.54	0.65	2.29	0.79	0.68	1.16	n.s.	12.54	1.43	3.96
index.html?fbgn=FBgn0034756&tableOut=gene:25:Carcass	2.09	1.07	0.71	3.6	2.3	1.8	0.58	n.s.	1.51	0.55	0.24
index.html?fbgn=FBgn0034758&tableOut=gene:24:Carcass	5.92	1.62	0.27	7.52	6.46	0.44	0.79	n.s.	2.49	1.81	0.04
index.html?fbgn=FBgn0034759&tableOut=gene:24:Carcass	0	0	-1	0.01	0.01	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034761&tableOut=gene:24:Carcass	63.53	24.15	1.09	82.94	28.51	2.13	0.77	n.s.	10.2	2.08	0.57
index.html?fbgn=FBgn0034763&tableOut=gene:25:Carcass	4.86	0.32	0.94	5.42	0.24	0.75	0.9	n.s.	3.41	0.3	0.73
index.html?fbgn=FBgn0034766&tableOut=gene:25:Carcass	0.02	0.04	0.01	0	0	-1	1	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0034768&tableOut=gene:25:Carcass	0.05	0.05	-1	0	0	-1	1	n.s.	0.32	0.16	-1
index.html?fbgn=FBgn0034769&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	3.72	2.02	1.86
index.html?fbgn=FBgn0034770&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0.82	0.41	-1
index.html?fbgn=FBgn0034774&tableOut=gene:24:Carcass	0.74	0.52	0.06	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034776&tableOut=gene:24:Carcass	0.86	0.82	0.06	0.02	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034782&tableOut=gene:24:Carcass	0.02	0.03	-1	0.04	0.06	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034783&tableOut=gene:24:Carcass	0.37	0.15	0.15	0.42	0.68	-1	1	n.s.	0.02	0.04	0
index.html?fbgn=FBgn0034784&tableOut=gene:24:Carcass	0.15	0.1	-1	0.45	0.32	-1	1	n.s.	0.01	0.02	0
index.html?fbgn=FBgn0034785&tableOut=gene:24:Carcass	0.03	0.06	-1	0.49	0.4	-1	1	n.s.	0.15	0.02	-1
index.html?fbgn=FBgn0034786&tableOut=gene:24:Carcass	7.6	0.2	1.51	6.8	0.41	1.23	1.12	n.s.	4.38	0.31	0.44
index.html?fbgn=FBgn0034788&tableOut=gene:24:Carcass	0.56	0.14	-1	0.37	0.17	-1	1	n.s.	0.33	0.18	-1
index.html?fbgn=FBgn0034789&tableOut=gene:25:Carcass	1.35	0.35	0.43	1.06	0.37	-1	1	n.s.	0.53	0.12	-1
index.html?fbgn=FBgn0034791&tableOut=gene:25:Carcass	15.91	1.15	1.09	14.04	1.28	0.98	1.13	n.s.	9.58	0.84	0.88
index.html?fbgn=FBgn0034792&tableOut=gene:25:Carcass	13.22	0.18	0.73	13.61	2.18	1.46	0.97	n.s.	8.3	0.38	1.13
index.html?fbgn=FBgn0034793&tableOut=gene:25:Carcass	13.15	1.72	0.91	13.31	3.88	0.79	0.99	n.s.	10.38	0.7	0.97
index.html?fbgn=FBgn0034795&tableOut=gene:25:Carcass	1.62	0.28	-1	2.27	0.03	0.76	0.88	n.s.	3.77	0.27	1.69
index.html?fbgn=FBgn0034796&tableOut=gene:24:Carcass	14	2.05	1.72	17.61	3.26	3.6	0.8	n.s.	2.42	0.05	0.47
index.html?fbgn=FBgn0034797&tableOut=gene:25:Carcass	6.4	0.45	0.93	6.31	0.71	2.28	1.01	n.s.	6.93	0.71	2.14
index.html?fbgn=FBgn0034800&tableOut=gene:24:Carcass	1.54	1.22	0.08	0.52	0.38	0.21	1	n.s.	0.85	0.26	-1
index.html?fbgn=FBgn0034802&tableOut=gene:25:Carcass	33.67	2.93	0.94	53.95	5.68	0.52	0.62	p > 0.05	75.84	3.91	1.61
index.html?fbgn=FBgn0034803&tableOut=gene:24:Carcass	11.8	0.38	1.1	12.14	1.38	1.04	0.97	n.s.	5.74	0.45	0.68
index.html?fbgn=FBgn0034804&tableOut=gene:24:Carcass	2.65	0.22	0.96	6.77	0.83	0.46	0.39	p > 0.01	2.49	0.25	0.55
index.html?fbgn=FBgn0034807&tableOut=gene:24:Carcass	0.29	0.1	0.14	19.37	12.08	5.47	0.1	n.s.	0	0	-1
index.html?fbgn=FBgn0034808&tableOut=gene:24:Carcass	41.48	13.57	1.8	23.34	3.66	1.76	1.78	n.s.	1.31	0.44	0.39
index.html?fbgn=FBgn0034814&tableOut=gene:24:Carcass	2.71	0.45	1.35	3.86	0.37	0.77	0.7	p > 0.05	1.75	0.31	-1
index.html?fbgn=FBgn0034816&tableOut=gene:24:Carcass	2.2	1.75	0.07	0.46	0.16	-1	1.1	n.s.	0.11	0.04	-1
index.html?fbgn=FBgn0034817&tableOut=gene:25:Carcass	3.25	0.29	1.29	4.58	0.4	0.73	0.71	p > 0.05	2.33	0.32	1.14
index.html?fbgn=FBgn0034819&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	972.02	112	4.16
index.html?fbgn=FBgn0034820&tableOut=gene:24:Carcass	0.66	0.44	0.08	0.02	0.03	-1	1	n.s.	0.02	0.04	-1
index.html?fbgn=FBgn0034821&tableOut=gene:24:Carcass	0	0	-1	0.04	0.04	-1	1	n.s.	0.12	0.06	-1
index.html?fbgn=FBgn0034822&tableOut=gene:25:Carcass	1.56	1.19	0.12	0.06	0.1	-1	1	n.s.	0.06	0.1	0.02
index.html?fbgn=FBgn0034824&tableOut=gene:25:Carcass	1.49	1.1	0.07	0	0	-1	1	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0034825&tableOut=gene:25:Carcass	0.72	0.76	0.09	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034826&tableOut=gene:24:Carcass	1.64	1.21	0.1	0	0	-1	1	n.s.	0.02	0.03	-1
index.html?fbgn=FBgn0034827&tableOut=gene:25:Carcass	1.37	0.75	0.1	0	0	-1	1	n.s.	0.02	0.02	-1
index.html?fbgn=FBgn0034828&tableOut=gene:24:Carcass	0.05	0.08	-1	0	0	-1	1	n.s.	9.15	5.48	4.58
index.html?fbgn=FBgn0034829&tableOut=gene:24:Carcass	0.46	0.47	-1	0.01	0.01	-1	1	n.s.	0.02	0.02	-1
index.html?fbgn=FBgn0034833&tableOut=gene:24:Carcass	1.51	1.01	0.09	0.02	0.03	-1	1	n.s.	0.1	0.05	-1
index.html?fbgn=FBgn0034834&tableOut=gene:25:Carcass	0.4	0.45	-1	0	0	-1	1	n.s.	0.02	0.03	-1
index.html?fbgn=FBgn0034835&tableOut=gene:24:Carcass	1.63	1.37	0.07	0.02	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034837&tableOut=gene:25:Carcass	0.76	0.77	0.15	0	0	-1	1	n.s.	0.05	0.09	-1
index.html?fbgn=FBgn0034838&tableOut=gene:24:Carcass	0.48	0.45	0.14	0	0	-1	1	n.s.	0.02	0.03	-1
index.html?fbgn=FBgn0034839&tableOut=gene:24:Carcass	1.21	1.4	0.14	0.07	0.06	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034840&tableOut=gene:24:Carcass	12.44	7.49	0.07	0.02	0.03	-1	6.2	n.s.	0.06	0.06	0.01
index.html?fbgn=FBgn0034841&tableOut=gene:24:Carcass	0.72	0.67	0.09	0	0	-1	1	n.s.	0.03	0.05	-1
index.html?fbgn=FBgn0034842&tableOut=gene:25:Carcass	1.4	1.06	0.09	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034844&tableOut=gene:24:Carcass	1.32	0.89	0.09	0	0	-1	1	n.s.	0.01	0.01	-1
index.html?fbgn=FBgn0034846&tableOut=gene:24:Carcass	0.7	0.56	0.08	0.02	0.03	-1	1	n.s.	0.54	0.75	-1
index.html?fbgn=FBgn0034849&tableOut=gene:24:Carcass	11.32	0.69	0.82	9.98	3.09	0.8	1.13	n.s.	9.01	1.07	1.12
index.html?fbgn=FBgn0034850&tableOut=gene:24:Carcass	1.31	1.16	0.05	0.23	0.15	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034853&tableOut=gene:25:Carcass	0.91	0.06	-1	2.21	0.52	0.33	0.9	p > 0.05	1.29	0.07	-1
index.html?fbgn=FBgn0034854&tableOut=gene:25:Carcass	7.44	1.12	0.96	8.56	0.83	1.09	0.87	n.s.	4.05	0.17	0.68
index.html?fbgn=FBgn0034856&tableOut=gene:25:Carcass	0.92	0.42	-1	1.11	0.48	-1	1	n.s.	190.01	30.69	2.54
index.html?fbgn=FBgn0034858&tableOut=gene:25:Carcass	3.23	0.11	0.93	4.91	0.33	0.65	0.66	p > 0.01	4.08	0.65	0.79
index.html?fbgn=FBgn0034859&tableOut=gene:24:Carcass	0.94	0.27	-1	1.07	0.15	-1	1	n.s.	1.38	0.06	-1
index.html?fbgn=FBgn0034860&tableOut=gene:24:Carcass	85.6	12.65	1.37	61.47	20.54	3	1.39	n.s.	94.34	13.94	2.69
index.html?fbgn=FBgn0034861&tableOut=gene:24:Carcass	1.17	0.16	-1	0.87	0.37	-1	1	n.s.	1.23	0.6	-1
index.html?fbgn=FBgn0034863&tableOut=gene:25:Carcass	1.21	0.83	0.06	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034865&tableOut=gene:25:Carcass	0.14	0.08	0.06	0.02	0.02	-1	1	n.s.	0.03	0.03	-1
index.html?fbgn=FBgn0034866&tableOut=gene:25:Carcass	0.23	0.27	0.09	0.01	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034867&tableOut=gene:24:Carcass	0.69	0.82	0.05	0.06	0.11	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034869&tableOut=gene:24:Carcass	0.11	0.1	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034870&tableOut=gene:24:Carcass	3.46	1.03	0.51	2.55	0.95	1.27	1.36	n.s.	0.42	0.34	-1
index.html?fbgn=FBgn0034871&tableOut=gene:24:Carcass	63.98	56.85	0.72	97.07	64.79	2.02	0.66	n.s.	0	0	-1
index.html?fbgn=FBgn0034876&tableOut=gene:25:Carcass	8.06	0.63	0.92	8.81	0.53	0.86	0.91	n.s.	7.31	0.52	0.94
index.html?fbgn=FBgn0034877&tableOut=gene:25:Carcass	761.69	189.83	1.63	541.72	44.57	2.17	1.41	n.s.	286.51	16.12	1.68
index.html?fbgn=FBgn0034878&tableOut=gene:25:Carcass	4.95	0.11	0.88	5.76	0.51	0.61	0.86	n.s.	3.86	0.37	0.95
index.html?fbgn=FBgn0034879&tableOut=gene:25:Carcass	4.25	0.1	1.09	7.81	0.98	0.78	0.54	p > 0.05	3.04	0.31	0.65
index.html?fbgn=FBgn0034880&tableOut=gene:25:Carcass	0.01	0.01	-1	0.06	0.07	-1	1	n.s.	0.39	0.01	-1
index.html?fbgn=FBgn0034882&tableOut=gene:25:Carcass	1.84	1.57	0.08	0	0	-1	1	n.s.	0.04	0.06	-1
index.html?fbgn=FBgn0034883&tableOut=gene:25:Carcass	2.89	1.58	0.26	1.31	0.7	0.28	1.45	n.s.	4.32	1.31	0.59
index.html?fbgn=FBgn0034884&tableOut=gene:25:Carcass	0	0	-1	0.03	0.05	-1	1	n.s.	0.03	0.06	0.01
index.html?fbgn=FBgn0034885&tableOut=gene:25:Carcass	242.3	29.06	2.02	163.43	52.86	5.47	1.48	n.s.	126.53	18.99	2.71
index.html?fbgn=FBgn0034887&tableOut=gene:25:Carcass	14.39	3.11	1.23	11.71	4.41	3.55	1.23	n.s.	0.44	0.21	-1
index.html?fbgn=FBgn0034893&tableOut=gene:25:Carcass	9.58	1.28	0.93	10.34	0.83	0.75	0.93	n.s.	10.05	0.7	1.21
index.html?fbgn=FBgn0034894&tableOut=gene:25:Carcass	5.87	0.73	0.82	6.01	0.77	0.58	0.98	n.s.	2.95	0.39	0.27
index.html?fbgn=FBgn0034897&tableOut=gene:25:Carcass	18.64	1.88	1.53	27.6	3.11	1.82	0.68	p > 0.05	3.95	0.69	0.42
index.html?fbgn=FBgn0034898&tableOut=gene:24:Carcass	1.38	0.38	0.19	0.98	0.13	-1	1	n.s.	0.05	0.01	-1
index.html?fbgn=FBgn0034899&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	44.03	54.08	0.66
index.html?fbgn=FBgn0034900&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0.11	0.11	-1
index.html?fbgn=FBgn0034901&tableOut=gene:24:Carcass	0.04	0.07	-1	0	0	-1	1	n.s.	66.73	81.89	0.37
index.html?fbgn=FBgn0034902&tableOut=gene:24:Carcass	46.14	4.19	0.84	33.74	5.37	0.96	1.37	p > 0.05	30.05	6.34	0.82
index.html?fbgn=FBgn0034903&tableOut=gene:25:Carcass	1.24	0.05	-1	1.49	0.2	0.74	1	n.s.	7.57	9.45	0.54
index.html?fbgn=FBgn0034904&tableOut=gene:24:Carcass	1.12	1.05	0.05	0.06	0.05	-1	1	n.s.	0.61	0.98	-1
index.html?fbgn=FBgn0034906&tableOut=gene:24:Carcass	0.04	0.07	-1	0	0	-1	1	n.s.	0.27	0.11	-1
index.html?fbgn=FBgn0034907&tableOut=gene:24:Carcass	1.79	1.43	0.05	0	0	-1	1	n.s.	0.04	0.08	-1
index.html?fbgn=FBgn0034908&tableOut=gene:24:Carcass	2.06	0.19	0.94	2.3	0.18	0.59	0.9	n.s.	1.97	0.26	0.85
index.html?fbgn=FBgn0034909&tableOut=gene:25:Carcass	5.75	2.17	1.75	5.55	1.76	2.77	1.04	n.s.	0.86	0.09	0.32
index.html?fbgn=FBgn0034910&tableOut=gene:24:Carcass	0.02	0.03	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0034911&tableOut=gene:25:Carcass	0.59	0.28	0.27	0.45	0.22	-1	1	n.s.	0.08	0.02	-1
index.html?fbgn=FBgn0034913&tableOut=gene:25:Carcass	9.95	1.02	1.21	9.61	2.25	1.13	1.04	n.s.	5.67	0.61	0.37
index.html?fbgn=FBgn0034914&tableOut=gene:24:Carcass	13.64	0.7	0.68	16.75	1.77	1.01	0.81	n.s.	17.78	2.01	0.32
index.html?fbgn=FBgn0034915&tableOut=gene:25:Carcass	8.67	0.92	0.67	17.72	2.5	0.95	0.49	p > 0.05	11.29	0.54	1.06
index.html?fbgn=FBgn0034918&tableOut=gene:25:Carcass	1.93	0.2	0.89	3.26	0.49	0.45	0.61	p > 0.05	1.75	0.41	0.64
index.html?fbgn=FBgn0034919&tableOut=gene:24:Carcass	22.11	3.46	1.57	21.57	2.37	1.85	1.03	n.s.	6.07	0.26	1.11
index.html?fbgn=FBgn0034920&tableOut=gene:24:Carcass	36.73	6.25	1.66	53.69	22.51	5.04	0.68	n.s.	30.55	7.82	4.9
index.html?fbgn=FBgn0034921&tableOut=gene:25:Carcass	4.86	0.17	1.3	5.01	0.66	0.94	0.97	n.s.	3.2	0.62	0.66
index.html?fbgn=FBgn0034923&tableOut=gene:25:Carcass	1.76	0.15	0.8	2.24	0.22	0.6	0.89	p > 0.05	1.74	0.07	0.63
index.html?fbgn=FBgn0034924&tableOut=gene:24:Carcass	0.24	0.13	-1	0.59	0.69	0.2	1	n.s.	0.21	0.06	-1
index.html?fbgn=FBgn0034925&tableOut=gene:24:Carcass	8.87	0.07	1.2	8.67	0.68	0.65	1.02	n.s.	4.54	0.07	0.68
index.html?fbgn=FBgn0034928&tableOut=gene:24:Carcass	0.23	0.03	-1	0.32	0.05	-1	1	n.s.	0.96	0.15	-1
index.html?fbgn=FBgn0034931&tableOut=gene:24:Carcass	1.99	0.02	0.78	2.11	0.04	0.74	0.95	p > 0.05	3.26	0.57	0.89
index.html?fbgn=FBgn0034933&tableOut=gene:24:Carcass	3.6	0.06	1.21	5.77	0.3	1.19	0.62	p > 0.01	3.37	0.45	1.13
index.html?fbgn=FBgn0034935&tableOut=gene:25:Carcass	15.94	4.59	1	12.53	2.62	2	1.27	n.s.	0.67	0.29	0.18
index.html?fbgn=FBgn0034936&tableOut=gene:25:Carcass	18.08	2.49	1.02	18.21	3.73	1.36	0.99	n.s.	10.98	0.39	1
index.html?fbgn=FBgn0034937&tableOut=gene:25:Carcass	1.65	0.59	0.16	0.39	0.26	-1	1	p > 0.05	0.31	0.08	-1
index.html?fbgn=FBgn0034938&tableOut=gene:24:Carcass	4.15	0.32	1.35	3.48	0.47	0.99	1.19	n.s.	3.76	0.49	0.9
index.html?fbgn=FBgn0034939&tableOut=gene:25:Carcass	2.9	0.24	1.18	3.65	0.72	0.71	0.79	n.s.	3.19	0.28	0.8
index.html?fbgn=FBgn0034940&tableOut=gene:24:Carcass	6.15	0.66	1.14	4.99	0.31	0.85	1.23	n.s.	4.03	0.53	1.22
index.html?fbgn=FBgn0034942&tableOut=gene:24:Carcass	0.19	0.21	-1	0.2	0.18	-1	1	n.s.	0.04	0.04	-1
index.html?fbgn=FBgn0034943&tableOut=gene:25:Carcass	4.45	0.55	1.31	5.11	1.48	2.56	0.87	n.s.	0.29	0.14	0.06
index.html?fbgn=FBgn0034945&tableOut=gene:24:Carcass	4.66	0.84	1.11	4.69	0.79	0.66	0.99	n.s.	4.25	0.21	0.79
index.html?fbgn=FBgn0034946&tableOut=gene:24:Carcass	4.18	0.25	1.01	4.85	0.3	0.84	0.86	p > 0.05	4.04	0.46	0.97
index.html?fbgn=FBgn0034948&tableOut=gene:25:Carcass	27.91	1.05	1.12	25.08	2.22	1.28	1.11	n.s.	13.06	0.98	0.79
index.html?fbgn=FBgn0034950&tableOut=gene:25:Carcass	0.62	0.21	-1	0.32	0.12	-1	1	n.s.	0.1	0.04	-1
index.html?fbgn=FBgn0034951&tableOut=gene:24:Carcass	10.91	1.31	1.14	11.34	0.59	1.45	0.96	n.s.	4.04	0.6	0.24
index.html?fbgn=FBgn0034956&tableOut=gene:24:Carcass	0.19	0.11	-1	0.28	0.05	-1	1	n.s.	1.54	0.08	-1
index.html?fbgn=FBgn0034957&tableOut=gene:25:Carcass	0.75	0.52	0.09	0.01	0.01	-1	1	n.s.	0.02	0.01	-1
index.html?fbgn=FBgn0034958&tableOut=gene:24:Carcass	17.65	1.7	1.39	14.56	2.53	3.1	1.21	n.s.	9.11	0.87	0.54
index.html?fbgn=FBgn0034959&tableOut=gene:25:Carcass	3.68	0.4	0.72	2.99	0.63	1.06	1.23	n.s.	1.26	0.17	-1
index.html?fbgn=FBgn0034961&tableOut=gene:24:Carcass	2.75	0.36	0.96	2.79	0.15	0.8	0.99	n.s.	1.79	0.3	0.31
index.html?fbgn=FBgn0034962&tableOut=gene:25:Carcass	6.45	0.22	0.81	7.94	0.78	0.5	0.81	n.s.	3.7	0.06	0.79
index.html?fbgn=FBgn0034963&tableOut=gene:25:Carcass	4.76	1.25	0.81	5.59	0.14	0.86	0.85	n.s.	5.23	1.26	1.15
index.html?fbgn=FBgn0034964&tableOut=gene:25:Carcass	3.96	0.77	0.8	4.58	0.35	0.66	0.86	n.s.	3.14	0.12	1.29
index.html?fbgn=FBgn0034965&tableOut=gene:25:Carcass	0.22	0.04	-1	0.32	0.04	-1	1	p > 0.05	0.9	0.22	-1
index.html?fbgn=FBgn0034966&tableOut=gene:24:Carcass	0.02	0.02	-1	0.05	0.05	-1	1	n.s.	0.2	0.06	-1
index.html?fbgn=FBgn0034968&tableOut=gene:25:Carcass	396.41	57.01	0.93	752.04	102.43	0.97	0.53	p > 0.05	451.3	34.14	0.91
index.html?fbgn=FBgn0034970&tableOut=gene:25:Carcass	8.07	0.23	0.83	10.09	1.08	1	0.8	n.s.	6.19	0.21	0.84
index.html?fbgn=FBgn0034971&tableOut=gene:25:Carcass	31.31	2.52	1.08	28.2	3.99	1.33	1.11	n.s.	9.6	0.2	0.24
